,ligand,receptor
6051,IFNG,TFRC
6052,TNFSF13B,TFRC
6053,CSF3,TFRC
6054,TF,TFRC
6055,IL10,CD14
6056,IL10,CSF1
6057,IFNG,CSF1
6058,IL6,CSF1
6059,IL1A,CSF1
6060,CSF2,CSF1
6061,TGFB1,CSF1
6062,IL1B,CSF1
6063,IL3,CSF1
6064,VEGFA,CSF1
6065,IL10,IL1RN
6066,IL6,IL1RN
6067,HGF,IL1RN
6068,TGFB1,IL1RN
6069,TNF,IL1RN
6070,PTPN6,CD3D
6071,CD80,CD3D
6072,HLA-A,CD3D
6073,HLA-B,CD3D
6074,HLA-C,CD3D
6075,SLURP1,CHRNB1
6076,SLURP2,CHRNB1
6077,PTPN11,MPZL1
6078,IFNG,IFNGR1
6079,IFNB1,IFNGR1
6080,PTPN11,IFNGR1
6081,PTPN6,IFNGR1
6082,IFNA1,IFNGR1
6083,IFNA10,IFNGR1
6084,IFNA14,IFNGR1
6085,IFNA16,IFNGR1
6086,IFNA17,IFNGR1
6087,IFNA2,IFNGR1
6088,IFNA21,IFNGR1
6089,IFNA4,IFNGR1
6090,IFNA5,IFNGR1
6091,IFNA6,IFNGR1
6092,IFNA7,IFNGR1
6093,IFNA8,IFNGR1
6094,IFNG,IFNGR2
6095,IFNB1,IFNGR2
6096,PTPN6,IFNGR2
6097,IFNA1,IFNGR2
6098,IFNA10,IFNGR2
6099,IFNA14,IFNGR2
6100,IFNA16,IFNGR2
6101,IFNA17,IFNGR2
6102,IFNA2,IFNGR2
6103,IFNA21,IFNGR2
6104,IFNA4,IFNGR2
6105,IFNA5,IFNGR2
6106,IFNA6,IFNGR2
6107,IFNA7,IFNGR2
6108,IFNA8,IFNGR2
6109,IFNG,IL23R
6110,PTPN6,IL23R
6111,IL23A,IL23R
6112,IL12B,IL23R
6113,IFNG,PIGR
6114,TNF,PIGR
6115,PIGA,PIGR
6116,IFNG,GABRQ
6117,IFNG,CD40LG
6118,TSLP,CD40LG
6119,IFNA1,CD40LG
6120,ICOS,CD40LG
6121,IFNG,TPO
6122,TG,TPO
6123,IFNG,KLRD1
6124,HLA-G,KLRD1
6125,HLA-A,KLRD1
6126,HLA-B,KLRD1
6127,HLA-C,KLRD1
6128,HLA-F,KLRD1
6129,CD160,KLRD1
6130,HLA-E,KLRD1
6131,IFNG,FCGR1A
6132,IFNG,FGF9
6133,FGFR3,FGF9
6134,FGFR4,FGF9
6135,IFNG,TNFRSF14
6136,TNFSF14,TNFRSF14
6137,LTA,TNFRSF14
6138,TNFSF13,TNFRSF14
6139,MIF,TNFRSF14
6140,CD160,TNFRSF14
6141,IFNG,ANPEP
6142,IL4,ANPEP
6143,IL1B,ANPEP
6144,FGF2,ANPEP
6145,IFNG,CXCL12
6146,CCL5,CXCL12
6147,IL6,CXCL12
6148,IL1A,CXCL12
6149,CSF3,CXCL12
6150,TGFB1,CXCL12
6151,IL2,CXCL12
6152,IL13,CXCL12
6153,IFNA1,CXCL12
6154,IL17A,CXCL12
6155,IL18,CXCL12
6156,CTSG,CXCL12
6157,ADIPOQ,CXCL12
6158,SLIT2,CXCL12
6159,DPP4,CXCL12
6160,IFNG,CXCL10
6161,TNF,CXCL10
6162,IL1B,CXCL10
6163,OSM,CXCL10
6164,CCL21,CXCL10
6165,IL17F,CXCL10
6166,IFNG,HLA-E
6167,IFNA1,HLA-E
6168,IFNL1,HLA-E
6169,IFNG,IL17A
6170,IL6,IL17A
6171,TGFB1,IL17A
6172,IL23A,IL17A
6173,IL17RA,IL17A
6174,TNFSF4,IL17A
6175,CYR61,IL17A
6176,IGF2,GPR152
6177,CCL4,GPR152
6178,BDNF,GPR152
6179,BMP10,GPR152
6180,GAST,GPR152
6181,IFNA8,GPR152
6182,ADIPOQ,GPR152
6183,CCL4L1,GPR152
6184,RB1,SFTPD
6185,CXCL9,DPP4
6186,IL1A,DPP4
6187,CXCL10,DPP4
6188,CXCL11,DPP4
6189,IL2,DPP4
6190,CXCL12,DPP4
6191,CCL11,DPP4
6192,CCL22,DPP4
6193,CXCL2,DPP4
6194,GIP,DPP4
6195,GCG,DPP4
6196,NPPB,DPP4
6197,ADCYAP1,DPP4
6198,VIP,DPP4
6199,NPY,DPP4
6200,PYY,DPP4
6201,CCL5,GPR75
6202,CCL5,CCRL2
6203,CCL19,CCRL2
6204,RARRES2,CCRL2
6205,CCL5,TNFRSF4
6206,IL2,TNFRSF4
6207,TNFSF4,TNFRSF4
6208,CCL4,CNR2
6209,ADIPOQ,CNR2
6210,CCL4,GPRC5D
6211,CCL4,SLC7A1
6212,CSF1,SLC7A1
6213,IL6,HRH1
6214,IL6,OXTR
6215,OXT,OXTR
6216,AVP,OXTR
6217,IL6,TSHR
6218,ADM,TSHR
6219,ADM2,TSHR
6220,CALCA,TSHR
6221,CALCB,TSHR
6222,IAPP,TSHR
6223,CRH,TSHR
6224,POMC,TSHR
6225,CGA,TSHR
6226,FSHB,TSHR
6227,GHRH,TSHR
6228,GIP,TSHR
6229,GCG,TSHR
6230,LHB,TSHR
6231,NPS,TSHR
6232,AVP,TSHR
6233,ADCYAP1,TSHR
6234,VIP,TSHR
6235,PTHLH,TSHR
6236,PTH2,TSHR
6237,RLN2,TSHR
6238,RLN3,TSHR
6239,INSL3,TSHR
6240,SCT,TSHR
6241,TSHB,TSHR
6242,CALR,TSHR
6243,PTH,TSHR
6244,GPHA2,TSHR
6245,GPHB5,TSHR
6246,IL6,AGT
6247,TGFB1,AGT
6248,CTSG,AGT
6249,IL6,MSR1
6250,CSF1,MSR1
6251,ADIPOQ,MSR1
6252,KMT2E,RARA
6253,EGF,FSHR
6254,BMP6,FSHR
6255,CGA,FSHR
6256,FSHB,FSHR
6257,EGF,RHBDL2
6258,EFNB3,RHBDL2
6259,EFNB2,RHBDL2
6260,EGF,NRP1
6261,HGF,NRP1
6262,FGF1,NRP1
6263,FGF2,NRP1
6264,FGF4,NRP1
6265,FGF7,NRP1
6266,VEGFB,NRP1
6267,KDR,NRP1
6268,VEGFA,NRP1
6269,L1CAM,NRP1
6270,SEMA3A,NRP1
6271,SEMA3C,NRP1
6272,SEMA3F,NRP1
6273,PGF,NRP1
6274,SEMA3D,NRP1
6275,SEMA3E,NRP1
6276,CNTN2,NRP1
6277,SEMA3B,NRP1
6278,ALCAM,NRP1
6279,EGF,PGR
6280,FGF7,PGR
6281,EGF,BSG
6282,EGF,ITGA7
6283,RELN,ITGA7
6284,VTN,ITGA7
6285,THBS1,ITGA7
6286,THBS2,ITGA7
6287,VWF,ITGA7
6288,COMP,ITGA7
6289,LAMB1,ITGA7
6290,LAMA4,ITGA7
6291,LAMA5,ITGA7
6292,LAMC1,ITGA7
6293,LAMC2,ITGA7
6294,TNC,ITGA7
6295,COL6A3,ITGA7
6296,LAMA3,ITGA7
6297,LAMC3,ITGA7
6298,LAMA1,ITGA7
6299,LAMB3,ITGA7
6300,SPP1,ITGA7
6301,LAMA2,ITGA7
6302,LAMB2,ITGA7
6303,CHAD,ITGA7
6304,COL6A6,ITGA7
6305,THBS4,ITGA7
6306,DUSP18,ITGA7
6307,COL11A2,ITGA7
6308,EGF,TAS2R19
6309,EGF,DGCR2
6310,EGF,OPRM1
6311,POMC,OPRM1
6312,PDYN,OPRM1
6313,PENK,OPRM1
6314,NPFF,OPRM1
6315,IL1A,IL1R1
6316,IL1B,IL1R1
6317,IL12A,IL1R1
6318,IFNA1,IL1R1
6319,IL1RAP,IL1R1
6320,IL12B,IL1R1
6321,IL1RN,IL1R1
6322,IL1F10,IL1R1
6323,IL1A,IL1RAP
6324,IL1B,IL1RAP
6325,IL36G,IL1RAP
6326,IL1RN,IL1RAP
6327,IL33,IL1RAP
6328,IL36A,IL1RAP
6329,IL36B,IL1RAP
6330,IL36RN,IL1RAP
6331,IL1A,IL1R2
6332,IL1B,IL1R2
6333,IL1RN,IL1R2
6334,IL1A,C3
6335,CD40LG,C3
6336,IL2,C3
6337,CTSG,C3
6338,TF,C3
6339,C4B,C3
6340,DKK1,KREMEN2
6341,DKK4,KREMEN2
6342,DKK2,KREMEN2
6343,DKK1,KREMEN1
6344,DKK4,KREMEN1
6345,DKK2,KREMEN1
6346,DKK3,KREMEN1
6347,DKK1,LRP4
6348,APOE,LRP4
6349,SOSTDC1,LRP4
6350,SOST,LRP4
6351,LPA,LPAR3
6352,LTA,EDNRA
6353,AGT,EDNRA
6354,EDN1,EDNRA
6355,EDN2,EDNRA
6356,EDN3,EDNRA
6357,TNC,EDNRA
6358,DBH,ADRA2B
6359,CSF3,FPR1
6360,THPO,FPR1
6361,ANXA1,FPR1
6362,SAA1,FPR1
6363,VTN,FPR1
6364,FAM3D,FPR1
6365,FAM19A4,FPR1
6366,NTN1,UNC5B
6367,GDNF,EDNRB
6368,EDN1,EDNRB
6369,EDN2,EDNRB
6370,EDN3,EDNRB
6371,TH,DRD2
6372,CCK,CNR1
6373,CXCL13,OPRD1
6374,POMC,OPRD1
6375,PDYN,OPRD1
6376,PENK,OPRD1
6377,ASMT,MTNR1B
6378,COPA,MTNR1B
6379,EDN1,ADCY8
6380,CALML3,ADCY8
6381,EDN1,ADCY9
6382,CGA,LHCGR
6383,CGB3,LHCGR
6384,LHB,LHCGR
6385,CGB7,LHCGR
6386,FGFR3,CHRM1
6387,EDN1,CHRM1
6388,CHAT,CHRM1
6389,TNFSF14,LTBR
6390,LTA,LTBR
6391,LTB,LTBR
6392,TNF,LTBR
6393,TNFSF14,TNFRSF6B
6394,FASLG,TNFRSF6B
6395,TNFSF15,TNFRSF6B
6396,TNFSF14,OPN4
6397,CD40LG,CD80
6398,CCL22,CD80
6399,CD274,CD80
6400,HLA-A,CD80
6401,CD8A,CD80
6402,HLA-DRA,CD80
6403,HLA-DRB1,CD80
6404,CD8B,CD80
6405,CD40LG,LY9
6406,CD40LG,CD47
6407,VTN,CD47
6408,THBS1,CD47
6409,THBS2,CD47
6410,LGALS9,CD47
6411,COMP,CD47
6412,THBS4,CD47
6413,SIRPB2,CD47
6414,CD40LG,IGHM
6415,TNFSF13B,TNFRSF13C
6416,TNFSF13B,TNFRSF17
6417,IL4,TNFRSF17
6418,CD70,TNFRSF17
6419,IL1B,TNFRSF17
6420,TNFSF13,TNFRSF17
6421,TNFSF13B,TNFRSF13B
6422,CD70,TNFRSF13B
6423,TNFSF13,TNFRSF13B
6424,TNFSF13B,HLA-DPB1
6425,NRG1,HLA-DPB1
6426,LTA,TNFRSF1A
6427,LTB,TNFRSF1A
6428,TNF,TNFRSF1A
6429,TNFRSF1B,TNFRSF1A
6430,FASLG,TNFRSF1A
6431,IL2,TNFRSF1A
6432,TNFSF13,TNFRSF1A
6433,TNFSF12,TNFRSF1A
6434,GRN,TNFRSF1A
6435,S100B,TNFRSF1A
6436,NRG1,MS4A4A
6437,NRG1,ADGRL1
6438,NRG1,LGR4
6439,NDP,LGR4
6440,RSPO1,LGR4
6441,RSPO2,LGR4
6442,RSPO3,LGR4
6443,RSPO4,LGR4
6444,TNFSF11,LGR4
6445,NRG1,LSR
6446,APOE,LSR
6447,APOB,LSR
6448,NRG1,NETO2
6449,NRG1,GRIN1
6450,NLGN1,GRIN1
6451,NGF,SORCS2
6452,NGF,MAGED1
6453,IL4R,IL13RA1
6454,IL4,IL13RA1
6455,PTPN6,IL13RA1
6456,IL13,IL13RA1
6457,IL4,IL13RA2
6458,PTPN6,IL13RA2
6459,TNFSF9,IL13RA2
6460,IL13,IL13RA2
6461,IL4,CD53
6462,IL2,CD53
6463,IL4,IL12RB2
6464,PTPN6,IL12RB2
6465,IL1B,IL12RB2
6466,IL12A,IL12RB2
6467,IL23A,IL12RB2
6468,IL12B,IL12RB2
6469,IL4,CLEC4G
6470,IL4,IL12RB1
6471,PTPN6,IL12RB1
6472,IL1B,IL12RB1
6473,IL12A,IL12RB1
6474,IL23A,IL12RB1
6475,IL27,IL12RB1
6476,IL12B,IL12RB1
6477,IL4,IL12A
6478,IL1B,IL12A
6479,IL4,SELP
6480,CXCL8,SELP
6481,VWF,SELP
6482,VCAN,SELP
6483,CD34,SELP
6484,IL4,MS4A2
6485,IL4,MUC5AC
6486,TNF,MUC5AC
6487,IL13,MUC5AC
6488,TFF1,MUC5AC
6489,GZMA,F2RL1
6490,TGFB1,F2RL1
6491,TNF,F2RL1
6492,PRSS1,F2RL1
6493,CTSG,F2RL1
6494,CTGF,F2RL1
6495,PLG,F2RL1
6496,PRSS3,F2RL1
6497,PRSS2,F2RL1
6498,GZMA,F2RL2
6499,PRSS1,F2RL2
6500,CTSG,F2RL2
6501,PLG,F2RL2
6502,PRSS3,F2RL2
6503,PRSS2,F2RL2
6504,GZMA,F2RL3
6505,PRSS1,F2RL3
6506,CTSG,F2RL3
6507,PLG,F2RL3
6508,PRSS3,F2RL3
6509,PRSS2,F2RL3
6510,GZMA,RYR2
6511,TG,RYR2
6512,GSTM2,RYR2
6513,S100A1,RYR2
6514,CHAT,CHRM3
6515,TGFB1,KLRK1
6516,IL15,KLRK1
6517,ULBP2,KLRK1
6518,ULBP1,KLRK1
6519,HLA-E,KLRK1
6520,MICB,KLRK1
6521,MICA,KLRK1
6522,RAET1L,KLRK1
6523,ULBP3,KLRK1
6524,RAET1E,KLRK1
6525,RAET1G,KLRK1
6526,YBX1,PROCR
6527,PF4,PROCR
6528,APOB,TLR6
6529,VCAN,TLR1
6530,PTPN11,FCRL4
6531,PTPN6,FCRL4
6532,TFF1,FCRL4
6533,PTPN11,KIR2DL5A
6534,HLA-G,KIR2DL5A
6535,HLA-A,KIR2DL5A
6536,HLA-B,KIR2DL5A
6537,HLA-C,KIR2DL5A
6538,HLA-F,KIR2DL5A
6539,HLA-E,KIR2DL5A
6540,BMP2,BMPR1B
6541,GDF5,BMPR1B
6542,AMH,BMPR1B
6543,BMP7,BMPR1B
6544,BMP6,BMPR1B
6545,GDF6,BMPR1B
6546,BMP4,BMPR1B
6547,BMP8B,BMPR1B
6548,GDF11,BMPR1B
6549,GDF1,BMPR1B
6550,BMP15,BMPR1B
6551,BMP10,BMPR1B
6552,BMP5,BMPR1B
6553,BMP8A,BMPR1B
6554,GDF2,BMPR1B
6555,GDF10,BMPR1B
6556,GDF3,BMPR1B
6557,GDF7,BMPR1B
6558,GDF9,BMPR1B
6559,FST,BMPR1B
6560,NOG,BMPR1B
6561,BMP1,BMPR1B
6562,BMP3,BMPR1B
6563,RGMA,BMPR1B
6564,TGFB1,TGFBR1
6565,TGFB3,TGFBR1
6566,TGFB2,TGFBR1
6567,GDF1,TGFBR1
6568,BMP8A,TGFBR1
6569,VEGFA,TGFBR1
6570,GDF10,TGFBR1
6571,GDF3,TGFBR1
6572,GDF7,TGFBR1
6573,GDF9,TGFBR1
6574,CGN,TGFBR1
6575,CSF2,ITGAL
6576,IL15,ITGAL
6577,ICAM1,ITGAL
6578,ICAM3,ITGAL
6579,ICAM5,ITGAL
6580,ICAM4,ITGAL
6581,ICAM2,ITGAL
6582,MUC1,SIGLEC9
6583,GNRH1,GNRHR
6584,GNRH2,GNRHR
6585,GNRH1,GNRHR2
6586,GNRH2,GNRHR2
6587,WNT7A,RECK
6588,PTPN6,CD72
6589,PTPN6,CLEC12A
6590,PTPN6,CD22
6591,HP,CD22
6592,PTPN6,LIFR
6593,LIF,LIFR
6594,OSM,LIFR
6595,CTF1,LIFR
6596,CLCF1,LIFR
6597,CRLF1,LIFR
6598,FAM3C,LIFR
6599,PTPN6,PRLR
6600,PRL,PRLR
6601,GH1,PRLR
6602,HBEGF,PRLR
6603,CSH1,PRLR
6604,CSH2,PRLR
6605,CSHL1,PRLR
6606,PTPN6,IFNLR1
6607,IFNL1,IFNLR1
6608,IFNL2,IFNLR1
6609,IFNL3,IFNLR1
6610,IFNL4,IFNLR1
6611,PTPN6,MPL
6612,THPO,MPL
6613,CALR,MPL
6614,TPO,MPL
6615,PTPN6,IL20RB
6616,IL24,IL20RB
6617,IL20,IL20RB
6618,IL26,IL20RB
6619,IL19,IL20RB
6620,PTPN6,CNTFR
6621,CLCF1,CNTFR
6622,CRLF1,CNTFR
6623,PNP,CNTFR
6624,PTPN6,IL11RA
6625,IL11,IL11RA
6626,PTPN6,CRLF2
6627,IL7R,CRLF2
6628,TSLP,CRLF2
6629,PTPN6,IL3RA
6630,CSF2,IL3RA
6631,IL3,IL3RA
6632,PTPN6,IL15RA
6633,IL15,IL15RA
6634,PTPN6,OSMR
6635,IL31,OSMR
6636,OSM,OSMR
6637,PTPN6,LEPR
6638,LEP,LEPR
6639,APOD,LEPR
6640,PTPN6,IL9R
6641,IL9,IL9R
6642,PTPN6,IL5RA
6643,IL5,IL5RA
6644,TGFB1,ACVRL1
6645,TGFB3,ACVRL1
6646,BMP2,ACVRL1
6647,BMP7,ACVRL1
6648,BMP6,ACVRL1
6649,BMP4,ACVRL1
6650,BMP8B,ACVRL1
6651,BMP10,ACVRL1
6652,BMP5,ACVRL1
6653,BMP8A,ACVRL1
6654,GDF2,ACVRL1
6655,TGFB1,TGFBR2
6656,TGFB3,TGFBR2
6657,TGFB2,TGFBR2
6658,BMP8A,TGFBR2
6659,GDF15,TGFBR2
6660,CTGF,TGFBR2
6661,CGN,TGFBR2
6662,TGFB1,TGFBR3
6663,TGFB3,TGFBR3
6664,TGFB2,TGFBR3
6665,INHBA,TGFBR3
6666,FGF1,TGFBR3
6667,INHA,TGFBR3
6668,CTGF,TGFBR3
6669,BMP2,BMPR2
6670,GDF5,BMPR2
6671,AMH,BMPR2
6672,BMP7,BMPR2
6673,BMP6,BMPR2
6674,GDF6,BMPR2
6675,BMP4,BMPR2
6676,BMP8B,BMPR2
6677,GDF11,BMPR2
6678,GDF1,BMPR2
6679,BMP15,BMPR2
6680,BMP10,BMPR2
6681,BMP5,BMPR2
6682,BMP8A,BMPR2
6683,GDF2,BMPR2
6684,GDF10,BMPR2
6685,GDF3,BMPR2
6686,GDF7,BMPR2
6687,GDF9,BMPR2
6688,FST,BMPR2
6689,NOG,BMPR2
6690,BMP1,BMPR2
6691,BMP3,BMPR2
6692,RGMA,BMPR2
6693,CHRD,BMPR2
6694,BMP2,AMHR2
6695,GDF5,AMHR2
6696,AMH,AMHR2
6697,BMP7,AMHR2
6698,BMP6,AMHR2
6699,GDF6,AMHR2
6700,BMP4,AMHR2
6701,BMP8B,AMHR2
6702,BMP5,AMHR2
6703,BMP8A,AMHR2
6704,GDF7,AMHR2
6705,IDE,CUL5
6706,CSF1,CELSR3
6707,CSF3,IGHG3
6708,GAST,IGHG3
6709,CSF2,CD1A
6710,CSF2,CDH11
6711,TNF,CDH11
6712,BMP2,CDH11
6713,FGF6,CDH11
6714,CALCA,CDH11
6715,ANGPTL4,CDH11
6716,CSF2,CEACAM5
6717,CD1D,CEACAM5
6718,CD8A,CEACAM5
6719,CSF2,CD1C
6720,CSF2,CD86
6721,HLA-A,CD86
6722,CD8A,CD86
6723,HLA-DRA,CD86
6724,HLA-DRB1,CD86
6725,CD8B,CD86
6726,TGFB1,VASN
6727,TGFB1,CD109
6728,TGFB1,P4HB
6729,CALR,P4HB
6730,TGFB1,SFTPA2
6731,FGF7,SFTPA2
6732,SFTPA1,SFTPA2
6733,TGFB1,MRGPRX3
6734,TGFB1,SFTPA1
6735,FGF7,SFTPA1
6736,TGFB1,GLG1
6737,TNF,FFAR2
6738,BMP10,FFAR2
6739,FAM3C,FFAR2
6740,CCL4L1,FFAR2
6741,TNF,CELSR2
6742,TNF,ICOS
6743,ICOSLG,ICOS
6744,TNF,VSIR
6745,BMP10,VSIR
6746,CCL4L1,VSIR
6747,TNF,SEMA4C
6748,TNF,MADCAM1
6749,TNF,MYLK
6750,INS,MYLK
6751,CALML3,MYLK
6752,TNF,GPR160
6753,INS,LILRB1
6754,HLA-G,LILRB1
6755,HLA-A,LILRB1
6756,HLA-B,LILRB1
6757,HLA-C,LILRB1
6758,HLA-F,LILRB1
6759,INS,LILRB2
6760,HLA-G,LILRB2
6761,HLA-A,LILRB2
6762,HLA-B,LILRB2
6763,HLA-C,LILRB2
6764,HLA-F,LILRB2
6765,CD1D,LILRB2
6766,ANGPTL2,LILRB2
6767,TNFSF9,TNFRSF9
6768,IL2,TNFRSF9
6769,TNFSF9,HLA-DPA1
6770,GAL,HLA-DPA1
6771,TNFSF9,ADGRG5
6772,FAM3C,ADGRG5
6773,TNFSF9,KLRG2
6774,WNT11,KLRG2
6775,WNT5B,KLRG2
6776,CD70,CD27
6777,CD70,GPRC5B
6778,SHH,PTCH1
6779,IHH,PTCH1
6780,DHH,PTCH1
6781,SHH,PTCH2
6782,IHH,PTCH2
6783,DHH,PTCH2
6784,SHH,HHIP
6785,IHH,HHIP
6786,DHH,HHIP
6787,SHH,GAS1
6788,SHH,BOC
6789,IHH,BOC
6790,DHH,BOC
6791,SHH,SCUBE2
6792,SHH,GPC5
6793,SHH,CDON
6794,IHH,CDON
6795,DHH,CDON
6796,NTN3,CDON
6797,SHH,SMO
6798,BMP2,SMO
6799,IHH,SMO
6800,DHH,SMO
6801,WNT4,SMO
6802,CP,SMO
6803,SHH,TAS2R38
6804,GDNF,GFRA1
6805,PSPN,GFRA1
6806,ARTN,GFRA1
6807,NRTN,GFRA1
6808,CXCL11,ACKR3
6809,CXCL12,ACKR3
6810,MIF,ACKR3
6811,TFF3,ACKR3
6812,IL1B,SIGIRR
6813,IL1F10,SIGIRR
6814,IL1B,CR1
6815,C4B,CR1
6816,IL2,GYPE
6817,IL2,IL27RA
6818,IL27,IL27RA
6819,EBI3,IL27RA
6820,IL2,TNFRSF18
6821,TNFSF18,TNFRSF18
6822,IL13,TMEM219
6823,BMP2,ACVR2B
6824,GDF5,ACVR2B
6825,INHBA,ACVR2B
6826,BMP7,ACVR2B
6827,BMP6,ACVR2B
6828,BMP4,ACVR2B
6829,BMP8B,ACVR2B
6830,GDF11,ACVR2B
6831,GDF1,ACVR2B
6832,BMP15,ACVR2B
6833,NODAL,ACVR2B
6834,INHBB,ACVR2B
6835,INHA,ACVR2B
6836,BMP10,ACVR2B
6837,BMP5,ACVR2B
6838,BMP8A,ACVR2B
6839,GDF2,ACVR2B
6840,GDF10,ACVR2B
6841,GDF3,ACVR2B
6842,GDF7,ACVR2B
6843,GDF9,ACVR2B
6844,MSTN,ACVR2B
6845,INHBE,ACVR2B
6846,LEFTY1,ACVR2B
6847,BMP3,ACVR2B
6848,INHBC,ACVR2B
6849,LEFTY2,ACVR2B
6850,BMP2,ACVR2A
6851,GDF5,ACVR2A
6852,INHBA,ACVR2A
6853,BMP7,ACVR2A
6854,BMP6,ACVR2A
6855,BMP4,ACVR2A
6856,BMP8B,ACVR2A
6857,GDF11,ACVR2A
6858,GDF1,ACVR2A
6859,BMP15,ACVR2A
6860,NODAL,ACVR2A
6861,INHBB,ACVR2A
6862,INHA,ACVR2A
6863,BMP10,ACVR2A
6864,BMP5,ACVR2A
6865,BMP8A,ACVR2A
6866,GDF2,ACVR2A
6867,GDF10,ACVR2A
6868,GDF3,ACVR2A
6869,GDF7,ACVR2A
6870,GDF9,ACVR2A
6871,INHBE,ACVR2A
6872,LEFTY1,ACVR2A
6873,BMP3,ACVR2A
6874,INHBC,ACVR2A
6875,LEFTY2,ACVR2A
6876,BMP2,BMPR1A
6877,GDF5,BMPR1A
6878,AMH,BMPR1A
6879,BMP7,BMPR1A
6880,BMP6,BMPR1A
6881,GDF6,BMPR1A
6882,BMP4,BMPR1A
6883,BMP8B,BMPR1A
6884,GDF11,BMPR1A
6885,GDF1,BMPR1A
6886,BMP15,BMPR1A
6887,BMP10,BMPR1A
6888,BMP5,BMPR1A
6889,BMP8A,BMPR1A
6890,GDF2,BMPR1A
6891,GDF10,BMPR1A
6892,GDF3,BMPR1A
6893,GDF7,BMPR1A
6894,GDF9,BMPR1A
6895,NOG,BMPR1A
6896,BMP1,BMPR1A
6897,BMP3,BMPR1A
6898,BMP2,ACVR1
6899,GDF5,ACVR1
6900,AMH,ACVR1
6901,TGFB2,ACVR1
6902,INHBA,ACVR1
6903,BMP7,ACVR1
6904,BMP6,ACVR1
6905,BMP4,ACVR1
6906,BMP8B,ACVR1
6907,GDF1,ACVR1
6908,BMP15,ACVR1
6909,INHBB,ACVR1
6910,INHA,ACVR1
6911,BMP10,ACVR1
6912,BMP5,ACVR1
6913,BMP8A,ACVR1
6914,GDF2,ACVR1
6915,INHBE,ACVR1
6916,BMP3,ACVR1
6917,INHBC,ACVR1
6918,BMP2,RGMB
6919,BMP4,RGMB
6920,PDCD1LG2,RGMB
6921,PRL,SSTR5
6922,CORT,SSTR5
6923,SST,SSTR5
6924,UTS2B,SSTR5
6925,IFNA1,CR2
6926,IFNA1,PDCD1
6927,BMP4,PDCD1
6928,CD274,PDCD1
6929,PDCD1LG2,PDCD1
6930,FAM3C,PDCD1
6931,IL15,LAMP1
6932,FAM3C,LAMP1
6933,AMELX,LAMP1
6934,AMELY,LAMP1
6935,VSTM1,LAMP1
6936,IL15,ULBP1
6937,HHIP,SHH
6938,IL23A,ITGA3
6939,IL12B,ITGA3
6940,RELN,ITGA3
6941,VTN,ITGA3
6942,CALR,ITGA3
6943,THBS1,ITGA3
6944,THBS2,ITGA3
6945,VWF,ITGA3
6946,COMP,ITGA3
6947,LAMB1,ITGA3
6948,LAMA4,ITGA3
6949,LAMA5,ITGA3
6950,LAMC1,ITGA3
6951,LAMC2,ITGA3
6952,NID1,ITGA3
6953,TNC,ITGA3
6954,COL6A3,ITGA3
6955,LAMA3,ITGA3
6956,LAMC3,ITGA3
6957,LAMA1,ITGA3
6958,LAMB3,ITGA3
6959,SPP1,ITGA3
6960,LAMA2,ITGA3
6961,LGALS8,ITGA3
6962,LAMB2,ITGA3
6963,CHAD,ITGA3
6964,COL6A6,ITGA3
6965,THBS4,ITGA3
6966,DUSP18,ITGA3
6967,COL11A2,ITGA3
6968,IL31,IL31RA
6969,OSM,PLAT
6970,TGFB2,PLAT
6971,PLG,PLAT
6972,ANXA2,PLAT
6973,TGFB2,GREM1
6974,INHBA,ACVR1B
6975,ACTR2,ACVR1B
6976,GDF11,ACVR1B
6977,GDF1,ACVR1B
6978,NODAL,ACVR1B
6979,INHBB,ACVR1B
6980,INHA,ACVR1B
6981,GDF10,ACVR1B
6982,GDF3,ACVR1B
6983,GDF7,ACVR1B
6984,GDF9,ACVR1B
6985,INHBE,ACVR1B
6986,LEFTY1,ACVR1B
6987,INHBC,ACVR1B
6988,LEFTY2,ACVR1B
6989,INHBA,ACVR1C
6990,GDF1,ACVR1C
6991,NODAL,ACVR1C
6992,INHBB,ACVR1C
6993,INHA,ACVR1C
6994,GDF10,ACVR1C
6995,GDF3,ACVR1C
6996,GDF7,ACVR1C
6997,GDF9,ACVR1C
6998,INHBA,BAMBI
6999,INHBB,BAMBI
7000,BMP4,CFC1
7001,NODAL,CFC1
7002,INHBB,CFC1
7003,PDGFA,SPHK2
7004,PDGFB,ADGRV1
7005,XCL1,ADGRV1
7006,GPHA2,ADGRV1
7007,IFNE,ADGRV1
7008,FGF1,CSPG4
7009,FGFR3,FGF8
7010,FGFR4,FGF8
7011,GREM1,FGF8
7012,FGF9,FGF10
7013,FGFR4,PTPRR
7014,FGF2,GPC4
7015,VEGFA,NRP2
7016,VEGFC,NRP2
7017,VEGFD,NRP2
7018,SEMA3A,NRP2
7019,SEMA3C,NRP2
7020,SEMA3F,NRP2
7021,PGF,NRP2
7022,SEMA3G,NRP2
7023,SEMA3B,NRP2
7024,EFNA1,EPHB6
7025,EFNA5,EPHB6
7026,EFNB3,EPHB6
7027,EFNA3,EPHB6
7028,EFNB2,EPHB6
7029,EFNB1,EPHB6
7030,AFDN,EPHB6
7031,EFNA1,EPHA10
7032,EFNA2,EPHA10
7033,EFNA5,EPHA10
7034,EFNA3,EPHA10
7035,EFNA4,EPHA10
7036,CRISP3,A1BG
