,ligand,receptor
1086,LAMC3,CD44
1087,LAMA1,CD44
1088,LAMB3,CD44
1089,SPP1,CD44
1090,LAMA2,CD44
1091,LAMB2,CD44
1092,PRG4,CD44
1093,COL6A5,CD44
1094,COL6A6,CD44
1095,COL11A2,CD44
1096,CCN3,PLXNA1
1097,L1CAM,PLXNA1
1098,SEMA3A,PLXNA1
1099,SEMA3F,PLXNA1
1100,SEMA6D,PLXNA1
1101,SEMA5A,PLXNA1
1102,SEMA5B,PLXNA1
1103,NRP1,PLXNA1
1104,EGF,ITGA6
1105,IL1A,ITGA6
1106,MDK,ITGA6
1107,RELN,ITGA6
1108,VTN,ITGA6
1109,THBS1,ITGA6
1110,THBS2,ITGA6
1111,VWF,ITGA6
1112,COMP,ITGA6
1113,LAMB1,ITGA6
1114,LAMA4,ITGA6
1115,LAMA5,ITGA6
1116,LAMC1,ITGA6
1117,LAMC2,ITGA6
1118,TNC,ITGA6
1119,COL6A3,ITGA6
1120,LAMA3,ITGA6
1121,LAMC3,ITGA6
1122,LAMA1,ITGA6
1123,LAMB3,ITGA6
1124,SPP1,ITGA6
1125,LAMA2,ITGA6
1126,LAMB2,ITGA6
1127,CHAD,ITGA6
1128,COL6A6,ITGA6
1129,THBS4,ITGA6
1130,DUSP18,ITGA6
1131,COL11A2,ITGA6
1132,FGF3,TEK
1133,IGF1,TEK
1134,IGF2,TEK
1135,FLT3LG,TEK
1136,KITLG,TEK
1137,EGF,TEK
1138,NGF,TEK
1139,TGFA,TEK
1140,CSF1,TEK
1141,HGF,TEK
1142,INS,TEK
1143,AREG,TEK
1144,PDGFC,TEK
1145,PDGFA,TEK
1146,PDGFB,TEK
1147,FGF1,TEK
1148,FGF2,TEK
1149,FGF4,TEK
1150,FGF7,TEK
1151,FGF8,TEK
1152,FGF9,TEK
1153,FGF10,TEK
1154,VEGFB,TEK
1155,EFNA1,TEK
1156,EFNA2,TEK
1157,EFNA5,TEK
1158,EFNA3,TEK
1159,EFNA4,TEK
1160,ANGPT2,TEK
1161,ANGPT1,TEK
1162,ANGPT4,TEK
1163,PDGFD,TEK
1164,FGF6,TEK
1165,FGF17,TEK
1166,FGF18,TEK
1167,FGF22,TEK
1168,BDNF,TEK
1169,NTF3,TEK
1170,ANGPTL1,TEK
1171,EREG,TEK
1172,VEGFA,TEK
1173,VEGFC,TEK
1174,VEGFD,TEK
1175,NTF4,TEK
1176,FGF5,TEK
1177,FGF19,TEK
1178,FGF16,TEK
1179,FGF21,TEK
1180,FGF20,TEK
1181,FGF23,TEK
1182,PGF,TEK
1183,ANGPTL4,TEK
1184,ANGPTL3,TEK
1185,ANGPTL2,TEK
1186,ANGPTL5,TEK
1187,ANGPTL6,TEK
1188,CD52,SIGLEC10
1189,NOTCH1,EGFR
1190,FGF3,EGFR
1191,TP53,EGFR
1192,IGF1,EGFR
1193,FAS,EGFR
1194,IGF2,EGFR
1195,FLT3LG,EGFR
1196,KITLG,EGFR
1197,EGF,EGFR
1198,NRG1,EGFR
1199,NGF,EGFR
1200,TGFA,EGFR
1201,YBX1,EGFR
1202,PTPN11,EGFR
1203,PTPN6,EGFR
1204,CSF1,EGFR
1205,HGF,EGFR
1206,TGFB1,EGFR
1207,TNF,EGFR
1208,INS,EGFR
1209,FASLG,EGFR
1210,PRL,EGFR
1211,GH1,EGFR
1212,NRG3,EGFR
1213,AREG,EGFR
1214,HBEGF,EGFR
1215,NRG4,EGFR
1216,LRIG1,EGFR
1217,AMH,EGFR
1218,PDGFC,EGFR
1219,PDGFA,EGFR
1220,PDGFB,EGFR
1221,FGF1,EGFR
1222,FGF2,EGFR
1223,FGF4,EGFR
1224,FGF7,EGFR
1225,FGF8,EGFR
1226,FGF9,EGFR
1227,FGF10,EGFR
1228,VEGFB,EGFR
1229,EFNA1,EGFR
1230,EFNA2,EGFR
1231,EFNA5,EGFR
1232,EFNA3,EGFR
1233,EFNA4,EGFR
1234,ANGPT2,EGFR
1235,ANGPT1,EGFR
1236,ANGPT4,EGFR
1237,NRG2,EGFR
1238,LEP,EGFR
1239,BTC,EGFR
1240,PDGFD,EGFR
1241,FGF6,EGFR
1242,FGF17,EGFR
1243,FGF18,EGFR
1244,FGF22,EGFR
1245,BDNF,EGFR
1246,NTF3,EGFR
1247,AGT,EGFR
1248,GRP,EGFR
1249,CXCL8,EGFR
1250,EPGN,EGFR
1251,EREG,EGFR
1252,EDN1,EGFR
1253,VEGFA,EGFR
1254,VEGFC,EGFR
1255,VEGFD,EGFR
1256,ANXA1,EGFR
1257,GDF15,EGFR
1258,IL25,EGFR
1259,IL33,EGFR
1260,NTF4,EGFR
1261,NTS,EGFR
1262,UTS2,EGFR
1263,L1CAM,EGFR
1264,FGF11,EGFR
1265,FGF14,EGFR
1266,THBS1,EGFR
1267,CTGF,EGFR
1268,GRN,EGFR
1269,FGF12,EGFR
1270,FGF13,EGFR
1271,FGF5,EGFR
1272,FGF19,EGFR
1273,FGF16,EGFR
1274,FGF21,EGFR
1275,FGF20,EGFR
1276,FGF23,EGFR
1277,PGF,EGFR
1278,ICAM1,EGFR
1279,MIF,EGFR
1280,PLAUR,EGFR
1281,VCAN,EGFR
1282,DCN,EGFR
1283,CEACAM6,EGFR
1284,TNC,EGFR
1285,LPA,EGFR
1286,BCAN,EGFR
1287,S100A4,EGFR
1288,ZP3,EGFR
1289,EFEMP1,EGFR
1290,FGL1,EGFR
1291,ARF4,EGFR
1292,ANG,EGFR
1293,LRIG2,EGFR
1294,POSTN,EGFR
1295,CMTM8,EGFR
1296,GZMA,F2R
1297,PRSS1,F2R
1298,CTSG,F2R
1299,PLG,F2R
1300,PRSS3,F2R
1301,PRSS2,F2R
1302,EFNB2,GRM1
1303,CD48,CD244
1304,CCNA2,ITGB2
1305,CD40LG,ITGB2
1306,MST1,ITGB2
1307,MDK,ITGB2
1308,KNG1,ITGB2
1309,HP,ITGB2
1310,CTGF,ITGB2
1311,APOB,ITGB2
1312,ICAM1,ITGB2
1313,ICAM3,ITGB2
1314,VCAM1,ITGB2
1315,ICAM5,ITGB2
1316,JAM3,ITGB2
1317,PLG,ITGB2
1318,LPA,ITGB2
1319,ICAM4,ITGB2
1320,S100A8,ITGB2
1321,S100A9,ITGB2
1322,ICAM2,ITGB2
1323,SPON2,ITGB2
1324,CYR61,ITGB2
1325,TGFB1,ITGB6
1326,TGFB3,ITGB6
1327,RELN,ITGB6
1328,VTN,ITGB6
1329,THBS1,ITGB6
1330,THBS2,ITGB6
1331,VWF,ITGB6
1332,COMP,ITGB6
1333,LAMB1,ITGB6
1334,LAMA4,ITGB6
1335,LAMA5,ITGB6
1336,LAMC1,ITGB6
1337,LAMC2,ITGB6
1338,TNC,ITGB6
1339,COL6A3,ITGB6
1340,LAMA3,ITGB6
1341,LAMC3,ITGB6
1342,LAMA1,ITGB6
1343,LAMB3,ITGB6
1344,SPP1,ITGB6
1345,LAMA2,ITGB6
1346,LAMB2,ITGB6
1347,CHAD,ITGB6
1348,DSPP,ITGB6
1349,COL6A6,ITGB6
1350,THBS4,ITGB6
1351,COL11A2,ITGB6
1352,RAC1,PDGFB
1353,YBX1,PDGFB
1354,PTPN11,PDGFB
1355,VEGFA,PDGFB
1356,FGF3,EPHB1
1357,IGF1,EPHB1
1358,IGF2,EPHB1
1359,FLT3LG,EPHB1
1360,KITLG,EPHB1
1361,EGF,EPHB1
1362,NGF,EPHB1
1363,TGFA,EPHB1
1364,CSF1,EPHB1
1365,HGF,EPHB1
1366,INS,EPHB1
1367,AREG,EPHB1
1368,PDGFC,EPHB1
1369,PDGFA,EPHB1
1370,PDGFB,EPHB1
1371,FGF1,EPHB1
1372,FGF2,EPHB1
1373,FGF4,EPHB1
1374,FGF7,EPHB1
1375,FGF8,EPHB1
1376,FGF9,EPHB1
1377,FGF10,EPHB1
1378,VEGFB,EPHB1
1379,EFNA1,EPHB1
1380,EFNA2,EPHB1
1381,EFNA5,EPHB1
1382,EFNB3,EPHB1
1383,EFNA3,EPHB1
1384,EFNA4,EPHB1
1385,EFNB2,EPHB1
1386,ANGPT2,EPHB1
1387,ANGPT1,EPHB1
1388,ANGPT4,EPHB1
1389,PDGFD,EPHB1
1390,FGF6,EPHB1
1391,FGF17,EPHB1
1392,FGF18,EPHB1
1393,FGF22,EPHB1
1394,BDNF,EPHB1
1395,NTF3,EPHB1
1396,EFNB1,EPHB1
1397,EREG,EPHB1
1398,VEGFA,EPHB1
1399,VEGFC,EPHB1
1400,VEGFD,EPHB1
1401,NTF4,EPHB1
1402,FGF5,EPHB1
1403,FGF19,EPHB1
1404,FGF16,EPHB1
1405,FGF21,EPHB1
1406,FGF20,EPHB1
1407,FGF23,EPHB1
1408,PGF,EPHB1
1409,TGFB1,ITGB8
1410,RELN,ITGB8
1411,VTN,ITGB8
1412,THBS1,ITGB8
1413,THBS2,ITGB8
1414,VWF,ITGB8
1415,COMP,ITGB8
1416,LAMB1,ITGB8
1417,LAMA4,ITGB8
1418,LAMA5,ITGB8
1419,LAMC1,ITGB8
1420,LAMC2,ITGB8
1421,TNC,ITGB8
1422,COL6A3,ITGB8
1423,LAMA3,ITGB8
1424,LAMC3,ITGB8
1425,LAMA1,ITGB8
1426,LAMB3,ITGB8
1427,SPP1,ITGB8
1428,LAMA2,ITGB8
1429,LAMB2,ITGB8
1430,CHAD,ITGB8
1431,COL6A6,ITGB8
1432,THBS4,ITGB8
1433,DUSP18,ITGB8
1434,COL11A2,ITGB8
1435,CSF2,SDC2
1436,HGF,SDC2
1437,TGFB1,SDC2
1438,FGF2,SDC2
1439,MDK,SDC2
1440,PTN,SDC2
1441,TNFSF13,SDC2
1442,KNG1,SDC2
1443,CXCL8,SDC2
1444,THBS1,SDC2
1445,THBS2,SDC2
1446,APOE,SDC2
1447,COMP,SDC2
1448,APOC3,SDC2
1449,ANOS1,SDC2
1450,TNC,SDC2
1451,COL6A3,SDC2
1452,PF4,SDC2
1453,ANGPTL4,SDC2
1454,LAMA3,SDC2
1455,LAMA1,SDC2
1456,COL6A6,SDC2
1457,THBS4,SDC2
1458,COL11A2,SDC2
1459,FGF3,EPHA2
1460,TP53,EPHA2
1461,IGF1,EPHA2
1462,IGF2,EPHA2
1463,FLT3LG,EPHA2
1464,KITLG,EPHA2
1465,EGF,EPHA2
1466,NGF,EPHA2
1467,TGFA,EPHA2
1468,CSF1,EPHA2
1469,HGF,EPHA2
1470,TNF,EPHA2
1471,INS,EPHA2
1472,AREG,EPHA2
1473,PDGFC,EPHA2
1474,PDGFA,EPHA2
1475,PDGFB,EPHA2
1476,FGF1,EPHA2
1477,FGF2,EPHA2
1478,FGF4,EPHA2
1479,FGF7,EPHA2
1480,FGF8,EPHA2
1481,FGF9,EPHA2
1482,FGF10,EPHA2
1483,VEGFB,EPHA2
1484,EFNA1,EPHA2
1485,EFNA2,EPHA2
1486,EFNA5,EPHA2
1487,EFNA3,EPHA2
1488,EFNA4,EPHA2
1489,ANGPT2,EPHA2
1490,ANGPT1,EPHA2
1491,ANGPT4,EPHA2
1492,PDGFD,EPHA2
1493,FGF6,EPHA2
1494,FGF17,EPHA2
1495,FGF18,EPHA2
1496,FGF22,EPHA2
1497,BDNF,EPHA2
1498,NTF3,EPHA2
1499,EREG,EPHA2
1500,VEGFA,EPHA2
1501,VEGFC,EPHA2
1502,VEGFD,EPHA2
1503,NTF4,EPHA2
1504,FGF5,EPHA2
1505,FGF19,EPHA2
1506,FGF16,EPHA2
1507,FGF21,EPHA2
1508,FGF20,EPHA2
1509,FGF23,EPHA2
1510,PGF,EPHA2
1511,FGF3,EPHA1
1512,IGF1,EPHA1
1513,IGF2,EPHA1
1514,FLT3LG,EPHA1
1515,KITLG,EPHA1
1516,EGF,EPHA1
1517,NGF,EPHA1
1518,TGFA,EPHA1
1519,CSF1,EPHA1
1520,HGF,EPHA1
1521,INS,EPHA1
1522,AREG,EPHA1
1523,PDGFC,EPHA1
1524,PDGFA,EPHA1
1525,PDGFB,EPHA1
1526,FGF1,EPHA1
1527,FGF2,EPHA1
1528,FGF4,EPHA1
1529,FGF7,EPHA1
1530,FGF8,EPHA1
1531,FGF9,EPHA1
1532,FGF10,EPHA1
1533,VEGFB,EPHA1
1534,EFNA1,EPHA1
1535,EFNA2,EPHA1
1536,EFNA5,EPHA1
1537,EFNA3,EPHA1
1538,EFNA4,EPHA1
1539,ANGPT2,EPHA1
1540,ANGPT1,EPHA1
1541,ANGPT4,EPHA1
1542,PDGFD,EPHA1
1543,FGF6,EPHA1
1544,FGF17,EPHA1
1545,FGF18,EPHA1
1546,FGF22,EPHA1
1547,BDNF,EPHA1
1548,NTF3,EPHA1
1549,EREG,EPHA1
1550,VEGFA,EPHA1
1551,VEGFC,EPHA1
1552,VEGFD,EPHA1
1553,NTF4,EPHA1
1554,FGF5,EPHA1
1555,FGF19,EPHA1
1556,FGF16,EPHA1
1557,FGF21,EPHA1
1558,FGF20,EPHA1
1559,FGF23,EPHA1
1560,PGF,EPHA1
1561,TLN1,ITGB5
1562,CCNA2,ITGB5
1563,TGFB1,ITGB5
1564,TGFB3,ITGB5
1565,RELN,ITGB5
1566,VTN,ITGB5
1567,THBS1,ITGB5
1568,THBS2,ITGB5
1569,VWF,ITGB5
1570,VCL,ITGB5
1571,COMP,ITGB5
1572,LAMB1,ITGB5
1573,LAMA4,ITGB5
1574,LAMA5,ITGB5
1575,LAMC1,ITGB5
1576,LAMC2,ITGB5
1577,TNC,ITGB5
1578,COL6A3,ITGB5
1579,LAMA3,ITGB5
1580,LAMC3,ITGB5
1581,LAMA1,ITGB5
1582,LAMB3,ITGB5
1583,SPP1,ITGB5
1584,LAMA2,ITGB5
1585,LAMB2,ITGB5
1586,EDIL3,ITGB5
1587,LTBP3,ITGB5
1588,CHAD,ITGB5
1589,COL6A6,ITGB5
1590,THBS4,ITGB5
1591,FNDC5,ITGB5
1592,CYR61,ITGB5
1593,COL11A2,ITGB5
1594,RELN,ITGB7
1595,VTN,ITGB7
1596,THBS1,ITGB7
1597,THBS2,ITGB7
1598,VWF,ITGB7
1599,VCAM1,ITGB7
1600,COMP,ITGB7
1601,LAMB1,ITGB7
1602,LAMA4,ITGB7
1603,LAMA5,ITGB7
1604,LAMC1,ITGB7
1605,LAMC2,ITGB7
1606,TNC,ITGB7
1607,COL6A3,ITGB7
1608,LAMA3,ITGB7
1609,LAMC3,ITGB7
1610,LAMA1,ITGB7
1611,LAMB3,ITGB7
1612,SPP1,ITGB7
1613,LAMA2,ITGB7
1614,LAMB2,ITGB7
1615,CHAD,ITGB7
1616,COL6A6,ITGB7
1617,THBS4,ITGB7
1618,COL11A2,ITGB7
1619,IFNG,CXCL9
1620,IL23A,CXCL9
1621,IL12B,CXCL9
1622,TP53,TGFA
1623,IFNG,TGFA
1624,EGF,TGFA
1625,FGF3,ERBB4
1626,IGF1,ERBB4
1627,IGF2,ERBB4
1628,FLT3LG,ERBB4
1629,KITLG,ERBB4
1630,EGF,ERBB4
1631,NRG1,ERBB4
1632,NGF,ERBB4
1633,TGFA,ERBB4
1634,CSF1,ERBB4
1635,HGF,ERBB4
1636,INS,ERBB4
1637,NRG3,ERBB4
1638,AREG,ERBB4
1639,HBEGF,ERBB4
1640,NRG4,ERBB4
1641,LRIG1,ERBB4
1642,PDGFC,ERBB4
1643,PDGFA,ERBB4
1644,PDGFB,ERBB4
1645,FGF1,ERBB4
1646,FGF2,ERBB4
1647,FGF4,ERBB4
1648,FGF7,ERBB4
1649,FGF8,ERBB4
1650,FGF9,ERBB4
1651,FGF10,ERBB4
1652,VEGFB,ERBB4
1653,EFNA1,ERBB4
1654,EFNA2,ERBB4
1655,EFNA5,ERBB4
1656,EFNA3,ERBB4
1657,EFNA4,ERBB4
1658,ANGPT2,ERBB4
1659,ANGPT1,ERBB4
1660,ANGPT4,ERBB4
1661,NRG2,ERBB4
1662,BTC,ERBB4
1663,PDGFD,ERBB4
1664,FGF6,ERBB4
1665,FGF17,ERBB4
1666,FGF18,ERBB4
1667,FGF22,ERBB4
1668,BDNF,ERBB4
1669,NTF3,ERBB4
1670,EPGN,ERBB4
1671,EREG,ERBB4
1672,VEGFA,ERBB4
1673,VEGFC,ERBB4
1674,VEGFD,ERBB4
1675,ANXA1,ERBB4
1676,NTF4,ERBB4
1677,CTGF,ERBB4
1678,FGF5,ERBB4
1679,FGF19,ERBB4
1680,FGF16,ERBB4
1681,FGF21,ERBB4
1682,FGF20,ERBB4
1683,FGF23,ERBB4
1684,PGF,ERBB4
1685,DCN,ERBB4
1686,TP53,ESR1
1687,IGF1,ESR1
1688,CCNA2,ESR1
1689,IGF2,ESR1
1690,RB1,ESR1
1691,IL6,ESR1
1692,EGF,ESR1
1693,NRG1,ESR1
1694,PTPN6,ESR1
1695,IL1B,ESR1
1696,PRL,ESR1
1697,BMP6,ESR1
1698,FGF7,ESR1
1699,TFRC,ESR1
1700,S100A6,ESR1
1701,RAC1,EZR
1702,EGF,EZR
1703,L1CAM,EZR
1704,VCAM1,EZR
1705,EGF,ANXA1
1706,HGF,ANXA1
1707,IFNG,MUC1
1708,TNF,MUC1
1709,IL13,MUC1
1710,IL7,MUC1
1711,ICAM1,MUC1
1712,PTPN11,NRG1
1713,LRIG1,NRG1
1714,NRG2,NRG1
1715,IFNG,CEACAM1
1716,CD209,CEACAM1
1717,CEACAM6,CEACAM1
1718,CEACAM5,CEACAM1
1719,CEACAM8,CEACAM1
1720,IFNG,HSP90AA1
1721,IL2,HSP90AA1
1722,KDR,HSP90AA1
1723,VTN,HSP90AA1
1724,TNFRSF1A,PPARG
1725,IFNG,PPARG
1726,IL4,PPARG
1727,CSF2,PPARG
1728,TGFB1,PPARG
1729,TNF,PPARG
1730,IL12A,PPARG
1731,RLN1,PPARG
1732,SERPINF1,PPARG
1733,TNF,PTPRS
1734,PTN,PTPRS
1735,LRRC4B,PTPRS
1736,RAC1,TLN1
1737,PTPN6,CD33
1738,LGALS3BP,CD33
1739,KL,FGFR1
1740,FGF3,FGFR1
1741,IGF1,FGFR1
1742,IGF2,FGFR1
1743,FLT3LG,FGFR1
1744,KITLG,FGFR1
1745,EGF,FGFR1
1746,NGF,FGFR1
1747,TGFA,FGFR1
1748,CSF1,FGFR1
1749,HGF,FGFR1
1750,INS,FGFR1
1751,AREG,FGFR1
1752,PDGFC,FGFR1
1753,PDGFA,FGFR1
1754,PDGFB,FGFR1
1755,FGF1,FGFR1
1756,FGF2,FGFR1
1757,FGF4,FGFR1
1758,FGF7,FGFR1
1759,FGF8,FGFR1
1760,FGF9,FGFR1
1761,FGF10,FGFR1
1762,VEGFB,FGFR1
1763,EFNA1,FGFR1
1764,EFNA2,FGFR1
1765,EFNA5,FGFR1
1766,EFNA3,FGFR1
1767,EFNA4,FGFR1
1768,ANGPT2,FGFR1
1769,ANGPT1,FGFR1
1770,ANGPT4,FGFR1
1771,PDGFD,FGFR1
1772,FGF6,FGFR1
1773,FGF17,FGFR1
1774,FGF18,FGFR1
1775,FGF22,FGFR1
1776,BDNF,FGFR1
1777,NTF3,FGFR1
1778,EREG,FGFR1
1779,VEGFA,FGFR1
1780,VEGFC,FGFR1
1781,VEGFD,FGFR1
1782,NTF4,FGFR1
1783,FGF11,FGFR1
1784,FGF14,FGFR1
1785,FGF12,FGFR1
1786,FGF13,FGFR1
1787,FGF5,FGFR1
1788,FGF19,FGFR1
1789,FGF16,FGFR1
1790,FGF21,FGFR1
1791,FGF20,FGFR1
1792,FGF23,FGFR1
1793,PGF,FGFR1
1794,ANOS1,FGFR1
1795,IFNG,IFNAR2
1796,IFNB1,IFNAR2
1797,PTPN6,IFNAR2
1798,IFNA1,IFNAR2
1799,IFNK,IFNAR2
1800,IL36G,IFNAR2
1801,IFNA10,IFNAR2
1802,IFNA14,IFNAR2
1803,IFNA16,IFNAR2
1804,IFNA17,IFNAR2
1805,IFNA2,IFNAR2
1806,IFNA21,IFNAR2
1807,IFNA4,IFNAR2
1808,IFNA5,IFNAR2
1809,IFNA6,IFNAR2
1810,IFNA7,IFNAR2
1811,IFNA8,IFNAR2
1812,IFNW1,IFNAR2
1813,IFNE,IFNAR2
1814,FGF3,AXL
1815,IGF1,AXL
1816,IGF2,AXL
1817,FLT3LG,AXL
1818,KITLG,AXL
1819,EGF,AXL
1820,NGF,AXL
1821,TGFA,AXL
1822,CSF1,AXL
1823,HGF,AXL
1824,INS,AXL
1825,AREG,AXL
1826,PDGFC,AXL
1827,PDGFA,AXL
1828,PDGFB,AXL
1829,FGF1,AXL
1830,FGF2,AXL
1831,FGF4,AXL
1832,FGF7,AXL
1833,FGF8,AXL
1834,FGF9,AXL
1835,FGF10,AXL
1836,VEGFB,AXL
1837,EFNA1,AXL
1838,EFNA2,AXL
1839,EFNA5,AXL
1840,EFNA3,AXL
1841,EFNA4,AXL
1842,ANGPT2,AXL
1843,ANGPT1,AXL
1844,ANGPT4,AXL
1845,GAS6,AXL
1846,PDGFD,AXL
1847,FGF6,AXL
1848,FGF17,AXL
1849,FGF18,AXL
1850,FGF22,AXL
1851,BDNF,AXL
1852,NTF3,AXL
1853,EREG,AXL
1854,VEGFA,AXL
1855,VEGFC,AXL
1856,VEGFD,AXL
1857,NTF4,AXL
1858,FGF5,AXL
1859,FGF19,AXL
1860,FGF16,AXL
1861,FGF21,AXL
1862,FGF20,AXL
1863,FGF23,AXL
1864,PGF,AXL
1865,IL15RA,AXL
1866,FGF3,MET
1867,TP53,MET
1868,IGF1,MET
1869,IGF2,MET
1870,FLT3LG,MET
1871,KITLG,MET
1872,RB1,MET
1873,IL6,MET
1874,EGF,MET
1875,NGF,MET
1876,TGFA,MET
1877,CSF1,MET
1878,HGF,MET
1879,TGFB1,MET
1880,INS,MET
1881,AREG,MET
1882,LRIG1,MET
1883,PDGFC,MET
1884,PDGFA,MET
1885,PDGFB,MET
1886,FGF1,MET
1887,FGF2,MET
1888,FGF4,MET
1889,FGF7,MET
1890,FGF8,MET
1891,FGF9,MET
1892,FGF10,MET
1893,VEGFB,MET
1894,EFNA1,MET
1895,EFNA2,MET
1896,EFNA5,MET
1897,EFNA3,MET
1898,EFNA4,MET
1899,ANGPT2,MET
1900,ANGPT1,MET
1901,ANGPT4,MET
1902,PDGFD,MET
1903,FGF6,MET
1904,FGF17,MET
1905,FGF18,MET
1906,FGF22,MET
1907,BDNF,MET
1908,NTF3,MET
1909,EREG,MET
1910,VEGFA,MET
1911,VEGFC,MET
1912,VEGFD,MET
1913,NTF4,MET
1914,FGF11,MET
1915,FGF14,MET
1916,FGF12,MET
1917,FGF13,MET
1918,FGF5,MET
1919,FGF19,MET
1920,FGF16,MET
1921,FGF21,MET
1922,FGF20,MET
1923,FGF23,MET
1924,PGF,MET
1925,LGALS9,MET
1926,DCN,MET
1927,SEMA5A,MET
1928,IL32,MET
1929,CFLAR,RIPK1
1930,FAS,RIPK1
1931,TNFSF10,RIPK1
1932,TNFRSF1A,RIPK1
1933,LTA,RIPK1
1934,TNF,RIPK1
1935,TG,RIPK1
1936,S100B,RIPK1
1937,TP53,AR
1938,IGF1,AR
1939,IL6,AR
1940,EGF,AR
1941,NRG1,AR
1942,IL4,AR
1943,GNRH1,AR
1944,PTPN6,AR
1945,HGF,AR
1946,TGFB1,AR
1947,EPHA3,AR
1948,GAS6,AR
1949,EDN1,AR
1950,VIP,AR
1951,CALR,AR
1952,CMTM3,AR
1953,TNF,CD59
1954,RAC1,PLD1
1955,IFNG,PLD1
1956,CCL5,PLD1
1957,HGF,PLD1
1958,TNF,PLD1
1959,AVP,PLD1
1960,SST,PLD1
1961,PTH,PLD1
1962,ARF6,PLD1
1963,TLN1,ITGA5
1964,CCNA2,ITGA5
1965,ANGPT1,ITGA5
1966,FLT4,ITGA5
1967,CXCL12,ITGA5
1968,VEGFD,ITGA5
1969,L1CAM,ITGA5
1970,RELN,ITGA5
1971,VTN,ITGA5
1972,THBS1,ITGA5
1973,THBS2,ITGA5
1974,CTGF,ITGA5
1975,VWF,ITGA5
1976,COMP,ITGA5
1977,LAMB1,ITGA5
1978,LAMA4,ITGA5
1979,LAMA5,ITGA5
1980,LAMC1,ITGA5
1981,LAMC2,ITGA5
1982,TNC,ITGA5
1983,COL6A3,ITGA5
1984,LAMA3,ITGA5
1985,LAMC3,ITGA5
1986,ANGPTL3,ITGA5
1987,ANGPTL2,ITGA5
1988,LAMA1,ITGA5
1989,LAMB3,ITGA5
1990,SPP1,ITGA5
1991,LAMA2,ITGA5
1992,LAMB2,ITGA5
1993,CHAD,ITGA5
1994,SPON2,ITGA5
1995,COL6A6,ITGA5
1996,THBS4,ITGA5
1997,WISP1,ITGA5
1998,PLA2G2A,ITGA5
1999,CYR61,ITGA5
2000,COL11A2,ITGA5
2001,TGFB1,AGTR1
2002,AGT,AGTR1
2003,VIP,TLR3
2004,KL,INSR
2005,FGF3,INSR
2006,IGF1,INSR
2007,IGF2,INSR
2008,FLT3LG,INSR
2009,KITLG,INSR
2010,IL6,INSR
2011,EGF,INSR
2012,NGF,INSR
2013,TGFA,INSR
2014,PTPN11,INSR
2015,PTPN6,INSR
2016,CSF1,INSR
2017,HGF,INSR
2018,TNF,INSR
2019,INS,INSR
2020,AREG,INSR
2021,PDGFC,INSR
2022,PDGFA,INSR
2023,PDGFB,INSR
2024,FGF1,INSR
2025,FGF2,INSR
2026,FGF4,INSR
2027,FGF7,INSR
2028,FGF8,INSR
2029,FGF9,INSR
2030,FGF10,INSR
2031,VEGFB,INSR
2032,EFNA1,INSR
2033,EFNA2,INSR
2034,EFNA5,INSR
2035,EFNA3,INSR
2036,EFNA4,INSR
2037,ANGPT2,INSR
2038,ANGPT1,INSR
2039,ANGPT4,INSR
2040,PDGFD,INSR
2041,FGF6,INSR
2042,FGF17,INSR
2043,FGF18,INSR
2044,FGF22,INSR
2045,BDNF,INSR
2046,NTF3,INSR
2047,EREG,INSR
2048,VEGFA,INSR
2049,VEGFC,INSR
2050,VEGFD,INSR
2051,GIP,INSR
2052,NTF4,INSR
2053,FGF5,INSR
2054,FGF19,INSR
2055,FGF16,INSR
2056,FGF21,INSR
2057,FGF20,INSR
2058,FGF23,INSR
2059,PGF,INSR
2060,SEMA4B,DCBLD2
2061,CCL2,F3
2062,IL10,F3
2063,IL6,F3
2064,CD40LG,F3
2065,HGF,F3
2066,TGFB1,F3
2067,TNF,F3
2068,OSM,F3
2069,LEP,F3
2070,SAA1,F3
2071,VIP,F3
2072,SST,F3
2073,ADIPOQ,F3
2074,ORM1,F3
2075,PLG,F3
2076,IL6,IL6ST
2077,EGF,IL6ST
2078,PTPN6,IL6ST
2079,LIF,IL6ST
2080,IL6R,IL6ST
2081,LIFR,IL6ST
2082,OSM,IL6ST
2083,IL27,IL6ST
2084,CTF1,IL6ST
2085,IL11,IL6ST
2086,CLCF1,IL6ST
2087,CRLF1,IL6ST
2088,EBI3,IL6ST
2089,EGF,LAMA5
2090,FGF3,FLT1
2091,IGF1,FLT1
2092,IGF2,FLT1
2093,FLT3LG,FLT1
2094,KITLG,FLT1
2095,EGF,FLT1
2096,NGF,FLT1
2097,TGFA,FLT1
2098,PTPN11,FLT1
2099,CSF1,FLT1
2100,CSF2,FLT1
2101,HGF,FLT1
2102,INS,FLT1
2103,AREG,FLT1
2104,PDGFC,FLT1
2105,PDGFA,FLT1
2106,PDGFB,FLT1
2107,FGF1,FLT1
2108,FGF2,FLT1
2109,FGF4,FLT1
2110,FGF7,FLT1
2111,FGF8,FLT1
2112,FGF9,FLT1
2113,FGF10,FLT1
2114,VEGFB,FLT1
2115,EFNA1,FLT1
2116,EFNA2,FLT1
2117,EFNA5,FLT1
2118,EFNA3,FLT1
2119,EFNA4,FLT1
2120,ANGPT2,FLT1
2121,ANGPT1,FLT1
2122,ANGPT4,FLT1
2123,LEP,FLT1
2124,PDGFD,FLT1
